index original,text H-ID,witness H-ID,document H-ID,ToCheck,Shelfmark,TRI,textAuthor-freetext,workTitle-freetext,textTitle-freetext,Form,siglum,witness_label,status,Settlement,repository,collection,idno,volume,range_pages,range_views,Digitisation,note,Scripta,Scripta_freetext,Scripta_source,Century,Date,date-freetext,Date-source,jonas_id,arlima_id,Remarques,arlima_ident,arlima_page,arlima_subentry,arlima_ms_reference
2028,,,,FALSE,"Nancy, Archives départementales de Meurthe-et-Moselle, 3E3543-3E3544",Tristan,,Tristan,Tristan,prose,,,fragment,Nancy,Archives départementales de Meurthe-et-Moselle,,3E3543-3E3544,,,,NON NUMÉRISÉ,,,Est de la France (Lorraine),Jonas,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/80865,,Localisation par la langue,,,329,Tristan en prose
2029,,,47311,FALSE,"Nancy, Archives départementales de Meurthe-et-Moselle, sans cote (Tristan)",Tristan,,Tristan,Tristan,prose,,,fragment,Nancy,Archives départementales de Meurthe-et-Moselle,,sans cote (Tristan),,?,,NON NUMÉRISÉ,"Fragments retrouvés dans des couvertures de registres (4 feuillets entiers et deux demi-feuillets). Le ms. d'origine a été dépecé au 16e s. (voir le détail dans la notice d'E. Brayer, 1955)",,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/82313,,,,,329,Tristan en prose
2032,,,45465,FALSE,"Philadelphia, University of Pennsylvania Library, Misc Mss (Large) Box 2 Folder 25",Tristan,,Tristan,Tristan,prose,,,,Philadelphia,University of Pennsylvania Library,,Misc Mss (Large) Box 2 Folder 25,,,,http://hdl.library.upenn.edu/1017/d/medren/9958508283503681,,,,,,1296-1305,vers 1300,Jonas,https://jonas.irht.cnrs.fr/manuscrit/80335,,,,,,
2033,,,45175,FALSE,"Poitiers, Archives départementales de la Vienne, Ms. 13",Tristan,,Tristan,Tristan,prose,,,fragment,Poitiers,Archives départementales de la Vienne,,Ms. 13,,,,NON NUMÉRISÉ,Bifeuillet,,,,,,,,http://jonas.irht.cnrs.fr/manuscrit/74775,,,,,329,Tristan en prose
2094,,,45167,FALSE,"Reims, Archives départementales de la Marne (Centre de Reims), J(3) 141",Tristan,,Tristan,Tristan,prose,,,fragment,Reims,Archives départementales de la Marne (Centre de Reims),,J(3) 141,,,,NON NUMÉRISÉ,"""Le texte semble correspondre aux alinéas 448 et suivants de l’analyse donnée par E. Loseth, Le roman en prose de Tristan, le roman de Palamède et la compilation de Rusticien de Pise. Analyse critique d’après les manuscrits de Paris, Paris, 1891. – Comporte la mention Registre des baux à ferme des héritages appartenant à la fabrique de notre Dame et autres marchés."" (Note communiquée par les Archives Départementales)",,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/82311,,,,,329,Tristan en prose
2034,,,,FALSE,"Rostock, Universitätsbibliothek, Fragm. philol. 2 ",Tristan,,Tristan,Tristan,prose,,,fragment,Rostock,Universitätsbibliothek,,Fragm. philol. 2,,,,,,,Süd(?)-Frankreich,Catalogue,,1296-1305,Um 1300,Catalogue,http://jonas.irht.cnrs.fr/manuscrit/78956,,"https://bilder.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0544_b314_jpg.htm (the catalogue describes it as a Queste…, which is not surprising giving the mix between the two texts",,,,
2035,,,,FALSE,"Salzburg, Universitätsbibliothek, M.I.376",Tristan,,Tristan,Tristan,prose,,,,Salzburg,Universitätsbibliothek,,M.I.376,,,,,,,,,,1201-1300,"fin du 13e s. (Cigni), première moitié du 13e s. (Baehr)",Jonas,https://jonas.irht.cnrs.fr/manuscrit/81958,,,,,,
2037,,,,FALSE,"Toulouse, Bibliothèque municipale, Fragment de Tristan en prose",Tristan,,Tristan,Tristan,prose,fragment,,,Toulouse,Bibliothèque municipale,,Fragment de Tristan en prose,,,,NON NUMERISE,,,,,,1281-1300,fin XIIIe siècle,Biblissima,http://jonas.irht.cnrs.fr/manuscrit/81960,,,,,329,Tristan en prose
2038,,,46115,FALSE,"Udine, Archivio di Stato, 110",Tristan,,Tristan,Tristan,prose,,,,Udine,Archivio di Stato,,110,,,,,,,,,,1301-1350,1re moitié du 14e,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75038,,,,,,
2042,,,45472,FALSE,"Aberystwyth, National Library, , 443D (Williams 529)",Tristan,,Tristan,Tristan en prose,prose,,,,Aberystwyth,National Library,,443D,,,,NON NUMÉRISÉ,,,,,,1516-1534,vers 1520-1529 ,Jonas,http://jonas.irht.cnrs.fr/manuscrit/77995,,copié par Pierre Sala,,,329,Tristan en prose
2043,,,45473,FALSE,"Aberystwyth, National Library, 446E (Williams 532)",Tristan,,Tristan,Tristan en prose,prose,,,,Aberystwyth,National Library,,446E,,,,NON NUMÉRISÉ,,,,,,1301-1400,14e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/473,,,,,329,Tristan en prose
2041,,,45475,FALSE,"Aberystwyth, National Library, 5667E",Tristan,,Tristan,Tristan en prose,prose,,,,Aberystwyth,National Library,,5667E,,,,NON NUMÉRISÉ,,"Italie, France",,,,1281-1320,fin du XIIIe-début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/483,,,,,329,Tristan en prose
2044,,,45149,FALSE,"Bruxelles, Archives générales du Royaume, 1411 fragm. C.",Tristan,,Tristan,Tristan en prose,prose,,,fragment,Bruxelles,Archives générales du Royaume,,1411 C.,,,,NON NUMÉRISÉ,,,,,,1301-1350,Première moitié du 14e s.,Bayot,,,,,,329,Tristan en prose
2045,,,,FALSE,"Bruxelles, Bibliothèque royale, 9086-9087",Tristan,,Tristan,Tristan en prose,prose,,,,Bruxelles,Bibliothèque royale,,9086-9087,,,,NON NUMÉRISÉ,,,,,,1401-1500,15e s. (Jonas) ou Dernier tiers du XVIe siècle (Arlima),Jonas,http://jonas.irht.cnrs.fr/manuscrit/10289 ; http://jonas.irht.cnrs.fr/manuscrit/10290,https://arlima.net/no/9698,,,,329,Tristan en prose
2046,,,45238,FALSE,"Carpentras, Bibliothèque Inguimbertine, 404",Tristan,,Tristan,Tristan en prose,prose,,,,Carpentras,Bibliothèque Inguimbertine,,404,,?,,https://bvmm.irht.cnrs.fr/consult/consult.php?,,,,,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/13817,https://arlima.net/no/9690,Numérisation partielle,,,329,Tristan en prose
2047,,,45924,FALSE,"Città del Vaticano, BAV, Palatini latini 1964",Tristan,,Tristan,Tristan en prose,prose,,,,Città del Vaticano,Biblioteca Apostolica Vaticana,Palatini latini,1964,,1r-397v,1r-397v,https://digi.vatlib.it/view/MSS_Pal.lat.1964,,,,,,1281-1320,fin du XIIIe-début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/65647,https://arlima.net/no/8818,,,,329,Tristan en prose
2048,,,45947,FALSE,"Città del Vaticano, BAV, Reginensi latini 727",Tristan,,Tristan,Tristan en prose,prose,,,,Città del Vaticano,Biblioteca Apostolica Vaticana,Reginensi latini,727,,1r-393r,Ir-CCCVCIIIr,https://digi.vatlib.it/view/MSS_Reg.lat.727,,,,,,1301-1320,Début du XIVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/65935,,,,,329,Tristan en prose
2049,,,45179,FALSE,"Dijon, Bibliothèque municipale, 527",Tristan,,Tristan,Tristan en prose,prose,,,,Dijon,Bibliothèque municipale,,527,,?,,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=7590,,,,,,1446-1465,vers 1450-1460,Jonas,http://jonas.irht.cnrs.fr/manuscrit/18075,https://arlima.net/no/7845,Numérisation du décor,,,329,Tristan en prose
2050,,,46127,FALSE,"Exeter, Cathedral Library, 3529",Tristan,,Tristan,Tristan en prose,prose,,,fragment,Exeter,Cathedral Library,,3529,,,,NON NUMÉRISÉ,Fragment,,,,,1301-1500,XIVe-XVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/78941,,,,,329,Tristan en prose
2039,,,,FALSE,Fragment Aguttes 2022,Tristan,,Tristan,Tristan en prose,prose,,,,,,,,,,,,"localisation actuelle inconnue, 273 f., vers 1470-1475: ms. mis en vente chez Aguttes le 16 novembre 2022, lot n° 20",,,,,,,,,,,,,329,Tristan en prose
2040,,,,FALSE,Fragment Anglade,Tristan,,Tristan,Tristan en prose,prose,,,,,,,,,,,,localisation actuelle inconnue: 19 fragments donnés en 1920 à l'Institut d'études méridionales de l'Université de Toulouse et décrits par Anglade (1930). Ces fragments sont peut-être à la Bibliothèque d'études méridionales.,,,,,,,,,,,,,329,Tristan en prose
2051,,,45309,FALSE,"Genève, Bibliothèque de Genève, français 189",Tristan,,Tristan,Tristan en prose,prose,,,,Genève,Bibliothèque de Genève,français,189,,1r-247v,1r-247v,https://www.e-codices.unifr.ch/fr/bge/fr0189/,,,,,,1465-1480,Entre 1465 et 1480,Jonas,http://jonas.irht.cnrs.fr/manuscrit/76993,https://arlima.net/no/6131,,,,329,Tristan en prose
2052,,,45335,FALSE,"Kraków, Biblioteka Jagiellońska, Gall. Fol. 188",Tristan,,Tristan,Tristan en prose,prose,,,fragment,Kraków,Biblioteka Jagiellońska,,Gall. Fol. 188,,,,NON NUMÉRISÉ,Fragment,,,,,1251-1300,Seconde moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/27136,https://arlima.net/no/8985,,,,329,Tristan en prose
2053,,,45592,FALSE,"London, British Library, Harley 4389",Tristan,,Tristan,Tristan en prose,prose,,,,London,British Library,Harley,4389,,2r-61v,2r-61v,https://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_4389,,"Naples, Gênes",,,,1281-1300,Fin du XIIIe siècle,,http://jonas.irht.cnrs.fr/manuscrit/30808,https://arlima.net/no/7840,,,,329,Tristan en prose
2054,,,45935,FALSE,"New Haven, Yale University, Beinecke Library, Takamiya 123",Tristan,,Tristan,Tristan en prose,prose,,,fragment,New Haven,"Yale University, Beinecke Library",Takamiya,123,,1ra-vb,,NON NUMÉRISÉ,Fragment,France,,,,1376-1400,Dernier quart du XIVe siècle,,,https://arlima.net/no/9569,,,,329,Tristan en prose
2055,,,45344,FALSE,"Oxford, Bodleian Library, Douce 189",Tristan,,Tristan,Tristan en prose,prose,,,,Oxford,Bodleian Library,Douce,189,,,,NON NUMÉRISÉ,,Italie du Nord,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74809,,,,,329,Tristan en prose
2056,,,45663,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 3357",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,Arsenal,3357,,??,,NON NUMÉRISÉ,,,,,,1488,1488,Jonas,http://jonas.irht.cnrs.fr/manuscrit/42985,https://arlima.net/no/8676,,,,329,Tristan en prose
2057,,,45859,https://gallica.bnf.fr/ark:/12148/btv1b10029507d,"Paris, Bibliothèque nationale de France, français 100",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,100,"100-101, vol. 1",1r-414v,7-834,https://gallica.bnf.fr/ark:/12148/btv1b10029507d,seconde rédation,,,,,1401-1425,Premier quart du XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45501,https://arlima.net/no/4158,,,,329,Tristan en prose
2058,,,45985,FALSE,"Paris, Bibliothèque nationale de France, français 101",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,101,"100-101, vol. 2",1r-400r,2-402,https://gallica.bnf.fr/ark:/12148/btv1b9059123t/,seconde rédaction,,,,,1401-1425,Premier quart du XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45501,https://arlima.net/no/4158,,,,329,Tristan en prose
2059,,,45986,FALSE,"Paris, Bibliothèque nationale de France, français 102",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,102,,1r-276v,2-280,https://gallica.bnf.fr/ark:/12148/btv1b9059120k,"seconde rédaction, incomplet de la fin",,,,,1465-1480,entre 1465 et 1480 (enluminure),Jonas,http://jonas.irht.cnrs.fr/manuscrit/76992,https://arlima.net/no/4159,,,,329,Tristan en prose
2060,,,45918,FALSE,"Paris, Bibliothèque nationale de France, français 103",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,103,,1r-383v,2-389,https://gallica.bnf.fr/ark:/12148/btv1b90598289,,,Rouen,Jonas,,1466-1475,Vers 1470,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74724,https://arlima.net/no/4160,Localisation par l'iconographie,,,329,Tristan en prose
2061,,,45923,FALSE,"Paris, Bibliothèque nationale de France, français 104",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,104,,1r-344v,4-693,https://gallica.bnf.fr/ark:/12148/btv1b90588354,,,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78948,https://arlima.net/no/4161,,,,329,Tristan en prose
2062,,,45889,FALSE,"Paris, Bibliothèque nationale de France, français 12599",Tristan,,Tristan,Tristan en prose,prose,A,A,,Paris,Bibliothèque nationale de France,français,12599,,"107v-221v, 501r-511v","220-448, 1007-1028",https://gallica.bnf.fr/ark:/12148/btv1b60004128,,,Nord-Est de l’Italie,Jonas,,1276-1300,Dernier quart du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45810,https://arlima.net/no/2356,,,,329,Tristan en prose
2063,,,45866,FALSE,"Paris, Bibliothèque nationale de France, français 1434",Tristan,,Tristan,Tristan en prose,prose,,,mutilated,Paris,Bibliothèque nationale de France,français,1434,,1r-156v,3-160,https://gallica.bnf.fr/ark:/12148/btv1b90069238,Incomplet du début et de la fin.,Nord de la France,,Jonas,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78954,https://arlima.net/no/4487,Localisation d'après la bibliographie,,,329,Tristan en prose
2064,,,45837,FALSE,"Paris, Bibliothèque nationale de France, français 1628",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,1628,,1r-274r,3-279,https://gallica.bnf.fr/ark:/12148/btv1b9058848r,,,Nord-Est de la France (Picardie?),Jonas,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/73192,https://arlima.net/no/6705,,,,329,Tristan en prose
2065,,,45730,FALSE,"Paris, Bibliothèque nationale de France, français 24400",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,24400,,2r-248r,4-257,https://gallica.bnf.fr/ark:/12148/btv1b90637239,Le texte est suivi d'une continuation unique à ce manuscrit. Elle aurait été composée en Lorraine un peu avant 1300 (voir Trachsler 1997).,,,,,1501-1600,XVIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74773,https://arlima.net/no/6351,,,,329,Tristan en prose
2066,,,45776,FALSE,"Paris, Bibliothèque nationale de France, français 334",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,334,,3r-350v,9-706,https://gallica.bnf.fr/ark:/12148/btv1b10509662s,,,,,,1326-1350,Deuxième quart du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78949,https://arlima.net/no/3977,,,,329,Tristan en prose
2067,,,45777,FALSE,"Paris, Bibliothèque nationale de France, français 335",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,335,"335-336, vol. 1",1r-430v,3-862,https://gallica.bnf.fr/ark:/12148/btv1b105201147,,,,,,1400,Achevé la veille de Pâques 1399 (1400 n. st.),Jonas,http://jonas.irht.cnrs.fr/manuscrit/72952,https://arlima.net/no/3978,,,,329,Tristan en prose
2068,,,45994,FALSE,"Paris, Bibliothèque nationale de France, français 336",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,336,"335-336, vol. 2",1r-354v,2-359,https://gallica.bnf.fr/ark:/12148/btv1b90589416,,,,,,1400,Achevé la veille de Pâques 1399 (1400 n. st.),Jonas,http://jonas.irht.cnrs.fr/manuscrit/72952,https://arlima.net/no/3978,,,,329,Tristan en prose
2069,,,45927,FALSE,"Paris, Bibliothèque nationale de France, français 349",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,349,,???,,NON NUMÉRISÉ,"seconde rédaction, incomplet",,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78950,https://arlima.net/no/5359,,,,329,Tristan en prose
2070,,,45966,FALSE,"Paris, Bibliothèque nationale de France, français 750",Tristan,,Tristan,Tristan en prose,prose,B,B,,Paris,Bibliothèque nationale de France,français,750,,1r-316v,5-636,https://gallica.bnf.fr/ark:/12148/btv1b10509725v,"seconde rédaction, incomplet du début et de la fin",Italie du Sud ou Terre Sainte ?,,Jonas,,1272,1272,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45545,https://arlima.net/no/4442,,,,329,Tristan en prose
2071,,,45931,FALSE,"Paris, Bibliothèque nationale de France, français 755",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,755,,1v-161r,8-327,https://gallica.bnf.fr/ark:/12148/btv1b52503108b,,,Lombardie(Milan),Jonas,,1316-1335,Vers 1320-1330,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74728,https://arlima.net/no/4438,Localisation d'après bibliographie,,,329,Tristan en prose
2072,,,45737,FALSE,"Paris, Bibliothèque nationale de France, français 756",Tristan,,Tristan,Tristan en prose,prose,N,N,,Paris,Bibliothèque nationale de France,français,756,"756-757, vol. 1",1ra-265vb,11-540,https://gallica.bnf.fr/ark:/12148/btv1b105103171,,,Naples,Jonas,,1381-1400,Fin du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/72951,https://arlima.net/no/4437,Localisation par écriture,,,329,Tristan en prose
2073,,,45796,FALSE,"Paris, Bibliothèque nationale de France, français 757",Tristan,,Tristan,Tristan en prose,prose,N,N,,Paris,Bibliothèque nationale de France,français,757,"756-757, vol. 2",1ra-263vb,9-534,https://gallica.bnf.fr/ark:/12148/btv1b10510339r,,,Naples,Jonas,,1381-1400,Fin du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/72951,https://arlima.net/no/4437,Localisation par écriture,,,329,Tristan en prose
2074,,,45932,FALSE,"Paris, Bibliothèque nationale de France, français 758",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,758,,1ra-142va,9-292,https://gallica.bnf.fr/ark:/12148/btv1b105103154,,,,,,1251-1400,Deuxième moitié du XIIIe siècle-XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78951,https://arlima.net/no/4436,,,,329,Tristan en prose
2075,,,45751,FALSE,"Paris, Bibliothèque nationale de France, français 759",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,759,,1r-88v,4-93,https://gallica.bnf.fr/ark:/12148/btv1b9059380j,,,,,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78952,https://arlima.net/no/4435,,,,329,Tristan en prose
2076,,,46037,FALSE,"Paris, Bibliothèque nationale de France, français 760",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,760,,1r-127r,9-261,https://gallica.bnf.fr/ark:/12148/btv1b105097608,,Gênes,,Jonas,,1281-1320,fin du XIIIe-début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75033,https://arlima.net/no/4434,Localisation d'après bibliographie,,,329,Tristan en prose
2077,,,46001,FALSE,"Paris, Bibliothèque nationale de France, français 772",Tristan,,Tristan,Tristan en prose,prose,,,mutilated,Paris,Bibliothèque nationale de France,français,772,,1r-417v,3-435,https://gallica.bnf.fr/ark:/12148/btv1b9059153z,Incomplet de la fin,,,,,1281-1300,Fin du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75142,https://arlima.net/no/4417,,,,329,Tristan en prose
2078,,,45739,FALSE,"Paris, Bibliothèque nationale de France, français 776",Tristan,,Tristan,Tristan en prose,prose,C,C,,Paris,Bibliothèque nationale de France,français,776,,1r-291v,9-590,https://gallica.bnf.fr/ark:/12148/btv1b6000110d,,,,,,1285-1290,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78953,https://arlima.net/no/4414,,,,329,Tristan en prose
2079,,,45857,FALSE,"Paris, Bibliothèque nationale de France, français 94",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,94,,1r-367r,2-407,https://gallica.bnf.fr/ark:/12148/btv1b9059584w,,,,,,1301-1325,Premier quart du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45499,https://arlima.net/no/4152,,,,329,Tristan en prose
2080,,,45814,FALSE,"Paris, Bibliothèque nationale de France, français 97",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,97,,1r-526r,2-563,https://gallica.bnf.fr/ark:/12148/btv1b90590845,,,,,,1401-1425,Premier quart du XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78947,https://arlima.net/no/4155,,,,329,Tristan en prose
2081,,,45938,FALSE,"Paris, Bibliothèque nationale de France, français 99",Tristan,,Tristan,Tristan en prose,prose,,,,Paris,Bibliothèque nationale de France,français,99,,1r-775v,5-1392,https://gallica.bnf.fr/ark:/12148/btv1b52503846r,"seconde rédaction, incomplet de la fin",,Bourges,Jonas,,1463,1463,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74346,https://arlima.net/no/4157,Localisation par l'iconographie,,,329,Tristan en prose
2082,,,46072,FALSE,"Paris, Bibliothèque nationale de France, NAF 24398",Tristan,,Tristan,Tristan en prose,prose,,,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,23087,,6-8,10 à 13,https://gallica.bnf.fr/ark:/12148/btv1b10086330k,Trois fragments,,,,,1301-1320,Début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/72847,https://arlima.net/no/7134,,,,329,Tristan en prose
2083,,,46100,FALSE,"Paris, Bibliothèque nationale de France, NAF 6579",Tristan,,Tristan,Tristan en prose,prose,,,mutilated,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,6579,,1ra-230rb,7-465,https://gallica.bnf.fr/ark:/12148/btv1b6000417b,incomplet de la fin,nord de la France,,Mandragore,,1281-1300,Fin du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74725,https://arlima.net/no/8817,,,,329,Tristan en prose
2084,,,46111,FALSE,"Roma, Biblioteca Angelica, 2313",Tristan,,Tristan,Tristan en prose,prose,,,fragment,Roma,Biblioteca Angelica,,2313,,,,NON NUMÉRISÉ,Fragment de deux feuillets,,,,,1301-1320,Début du XIVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/52644,,,,,329,Tristan en prose
